date,precipitation,wind,weather,max_temp,min_temp
2012/05/03,18.5,3.4,rain,52.0,45.0
2012/05/04,1.8,4.6,rain,54.0,43.0
2012/05/05,0.0,2.3,sun,55.9,41.0
2012/05/06,0.0,2.4,sun,64.0,41.0
2012/05/07,0.0,2.2,sun,75.0,43.0
2012/05/08,0.0,3.0,sun,64.9,48.9
2012/05/09,0.0,3.9,rain,55.9,44.1
2012/05/10,0.0,3.0,sun,57.9,39.0
2012/05/11,0.0,4.3,sun,64.9,39.9
2012/05/12,0.0,3.4,sun,75.9,44.1
2012/05/13,0.0,4.2,sun,78.1,48.9
2012/05/14,0.0,3.8,sun,80.1,55.0
2012/05/15,0.0,4.1,drizzle,75.9,48.9
2012/05/16,0.0,3.5,sun,66.9,48.9
2012/05/17,0.0,2.9,rain,64.0,44.1
2012/05/18,0.0,3.1,rain,60.1,46.0
2012/05/19,0.0,1.5,sun,66.9,45.0
2012/05/20,6.4,1.3,rain,57.9,53.1
2012/05/21,14.0,4.0,rain,62.1,50.0
2012/05/22,6.1,4.8,rain,55.0,48.0
2012/05/23,0.3,6.3,rain,57.9,48.0
2012/05/24,0.0,3.3,rain,63.0,48.0
2012/05/25,0.0,3.1,rain,72.0,48.0
2012/05/26,0.0,3.6,sun,72.0,48.0
2012/05/27,0.0,3.7,sun,63.0,53.1
2012/05/28,0.0,3.4,rain,62.1,50.0
2012/05/29,0.0,1.8,sun,61.0,46.0
2012/05/30,0.3,1.5,rain,66.0,52.0
2012/05/31,3.8,2.7,rain,64.0,54.0
2012/06/01,6.6,3.7,rain,68.0,55.0
2012/06/02,0.3,3.7,rain,66.0,51.1
2012/06/03,0.0,2.9,sun,63.0,48.9
2012/06/04,1.3,3.1,rain,55.0,48.0
2012/06/05,16.0,3.3,rain,55.9,46.9
2012/06/06,0.0,3.4,sun,61.0,43.0
2012/06/07,16.5,3.5,rain,61.0,48.0
2012/06/08,1.5,3.0,rain,59.0,46.9
2012/06/09,0.0,4.7,rain,63.0,46.9
2012/06/10,0.0,2.9,sun,66.0,50.0
2012/06/11,0.0,1.8,rain,73.9,50.0
2012/06/12,0.8,3.9,rain,64.9,55.0
2012/06/13,0.0,4.3,sun,61.0,52.0
2012/06/14,0.0,2.7,sun,63.0,50.0
2012/06/15,0.0,1.7,sun,72.0,48.9
2012/06/16,0.0,4.1,rain,70.0,59.0
2012/06/17,0.0,6.4,sun,66.0,53.1
2012/06/18,3.0,3.8,rain,63.0,50.0
2012/06/19,1.0,3.0,rain,66.9,50.0
2012/06/20,0.0,3.0,sun,75.9,50.0
2012/06/21,0.0,2.1,sun,75.0,53.1
2012/06/22,15.7,1.9,rain,57.0,53.1
2012/06/23,8.6,2.5,rain,60.1,48.9
2012/06/24,0.0,2.0,drizzle,66.9,48.9
2012/06/25,0.5,3.1,rain,66.9,52.0
2012/06/26,0.0,3.4,rain,64.9,51.1
2012/06/27,0.0,1.8,sun,73.0,48.0
2012/06/28,0.0,2.5,rain,72.0,53.1
2012/06/29,0.3,1.9,rain,71.1,59.0
2012/06/30,3.0,2.4,rain,68.0,55.9
2012/07/01,0.0,2.3,rain,68.0,54.0
2012/07/02,2.0,2.1,rain,66.0,53.1
2012/07/03,5.8,6.0,rain,64.9,51.1
2012/07/04,0.0,3.8,sun,69.1,48.9
2012/07/05,0.0,3.1,drizzle,75.9,51.1
2012/07/06,0.0,2.1,sun,77.0,52.0
2012/07/07,0.0,3.8,sun,80.1,55.0
2012/07/08,0.0,2.8,rain,82.9,57.9
2012/07/09,1.5,2.0,rain,77.0,55.0
2012/07/10,0.0,2.3,drizzle,75.0,52.0
2012/07/11,0.0,2.9,fog,82.0,55.9
2012/07/12,0.0,2.7,drizzle,78.1,55.9
2012/07/13,0.5,2.2,rain,73.9,57.0
2012/07/14,0.0,2.2,rain,77.0,59.0
2012/07/15,0.0,3.8,rain,66.0,55.9
2012/07/16,0.3,2.5,rain,79.0,55.9
2012/07/17,0.0,2.6,sun,71.1,59.0
2012/07/18,0.0,2.9,sun,70.0,57.9
2012/07/19,0.0,2.2,sun,77.0,57.9
2012/07/20,15.2,4.0,rain,66.9,57.0
2012/07/21,0.0,2.3,sun,75.0,57.0
2012/07/22,1.0,3.9,rain,69.1,54.0
2012/07/23,0.0,3.3,rain,66.0,52.0
2012/07/24,0.0,4.3,sun,73.9,54.0
2012/07/25,0.0,2.6,sun,80.1,55.0
2012/07/26,0.0,2.2,drizzle,78.1,55.0
2012/07/27,0.0,2.8,drizzle,66.0,57.0
2012/07/28,0.0,1.7,drizzle,72.0,55.9
2012/07/29,0.0,2.0,sun,73.0,59.0
2012/07/30,0.0,3.0,sun,66.9,55.9
2012/07/31,0.0,2.8,sun,73.0,57.0
2012/08/01,0.0,2.2,drizzle,75.0,55.9
2012/08/02,0.0,2.5,sun,73.9,54.0
2012/08/03,0.0,3.9,sun,81.0,55.0
2012/08/04,0.0,3.7,sun,93.0,62.1
2012/08/05,0.0,1.9,sun,93.0,64.0
2012/08/06,0.0,2.5,rain,82.9,60.1
2012/08/07,0.0,2.6,drizzle,70.0,59.0
2012/08/08,0.0,3.1,sun,72.0,59.0
2012/08/09,0.0,3.8,drizzle,75.9,57.9
2012/08/10,0.0,2.3,sun,78.1,54.0
2012/08/11,0.0,2.5,sun,82.9,55.9
2012/08/12,0.0,3.0,sun,87.1,59.0
2012/08/13,0.0,2.8,sun,87.1,59.0
2012/08/14,0.0,2.8,sun,84.0,57.0
2012/08/15,0.0,4.7,sun,88.0,62.1
2012/08/16,0.0,2.8,sun,93.9,64.9
2012/08/17,0.0,1.8,sun,91.0,61.0
2012/08/18,0.0,3.0,drizzle,71.1,57.9
2012/08/19,0.0,2.7,drizzle,73.9,59.0
2012/08/20,0.0,1.9,sun,78.1,59.0
2012/08/21,0.0,3.0,rain,73.9,55.9
2012/08/22,0.0,2.3,sun,72.0,55.9
2012/08/23,0.0,3.8,sun,70.0,57.0
2012/08/24,0.0,3.3,sun,72.0,50.0
2012/08/25,0.0,3.2,sun,79.0,53.1
2012/08/26,0.0,3.4,sun,70.0,54.0
2012/08/27,0.0,1.8,sun,75.0,55.9
2012/08/28,0.0,3.2,sun,73.0,54.0
2012/08/29,0.0,2.4,sun,73.0,55.9
2012/08/30,0.0,1.9,sun,73.0,55.0
2012/08/31,0.0,2.9,sun,72.0,51.1
2012/09/01,0.0,2.1,sun,71.1,51.1
2012/09/02,0.0,2.0,sun,70.0,50.0
2012/09/03,0.0,3.3,sun,73.0,55.0
2012/09/04,0.0,3.1,sun,75.9,52.0
2012/09/05,0.0,2.6,sun,79.0,53.1
2012/09/06,0.0,4.2,sun,82.9,57.9
2012/09/07,0.0,3.1,sun,90.0,55.9
2012/09/08,0.0,3.0,sun,77.0,55.9
2012/09/09,0.3,5.0,rain,66.0,57.0
2012/09/10,0.3,3.9,rain,68.0,53.1
2012/09/11,0.0,4.2,sun,68.0,48.0
2012/09/12,0.0,5.6,sun,72.0,50.0
2012/09/13,0.0,3.6,sun,82.0,53.1
2012/09/14,0.0,1.5,sun,79.0,52.0
2012/09/15,0.0,1.9,sun,72.0,52.0
2012/09/16,0.0,2.3,sun,75.9,48.9
2012/09/17,0.0,2.2,fog,82.0,53.1
2012/09/18,0.0,1.4,sun,82.0,53.1
2012/09/19,0.0,1.9,drizzle,75.0,53.1
2012/09/20,0.0,2.5,drizzle,66.9,50.0
2012/09/21,0.0,2.1,drizzle,61.0,55.0
2012/09/22,0.3,1.1,rain,66.9,53.1
2012/09/23,0.0,1.4,fog,66.9,50.0
2012/09/24,0.0,1.8,fog,70.0,50.0
2012/09/25,0.0,1.7,sun,66.9,52.0
2012/09/26,0.0,1.7,drizzle,66.9,48.9
2012/09/27,0.0,1.7,drizzle,73.0,50.0
2012/09/28,0.0,1.1,rain,77.0,54.0
2012/09/29,0.0,4.3,sun,69.1,54.0
2012/09/30,0.0,3.1,sun,70.0,46.0
2012/10/01,0.0,3.0,sun,73.9,48.0
2012/10/02,0.0,4.1,sun,64.0,50.0
2012/10/03,0.0,7.3,sun,66.0,46.0
2012/10/04,0.0,6.5,sun,66.0,46.9
2012/10/05,0.0,5.7,sun,71.1,48.0
2012/10/06,0.0,5.1,sun,75.0,46.0
2012/10/07,0.0,1.3,sun,75.0,46.0
2012/10/08,0.0,1.9,sun,70.0,46.0
2012/10/09,0.0,1.6,drizzle,61.0,48.0
2012/10/10,0.0,1.4,drizzle,54.0,46.9
2012/10/11,0.0,1.3,drizzle,57.0,45.0
2012/10/12,2.0,4.6,rain,57.0,48.0
2012/10/13,4.8,3.9,rain,60.1,54.0
2012/10/14,16.5,3.4,rain,64.0,55.9
2012/10/15,7.9,4.6,rain,63.0,52.0
2012/10/16,0.0,5.5,sun,61.0,46.9
2012/10/17,0.0,1.6,sun,57.9,43.0
2012/10/18,20.8,2.0,rain,64.0,44.1
2012/10/19,4.8,5.3,rain,59.0,48.9
2012/10/20,0.5,5.7,rain,52.0,43.0
2012/10/21,6.4,2.7,rain,53.1,39.9
2012/10/22,8.9,2.6,rain,46.0,37.9
2012/10/23,0.0,3.0,rain,52.0,42.1
2012/10/24,7.1,2.1,rain,53.1,43.0
2012/10/25,0.0,1.5,sun,53.1,44.1
2012/10/26,1.5,2.5,rain,52.0,45.0
2012/10/27,23.1,5.1,rain,57.9,48.9
2012/10/28,6.1,3.8,rain,57.9,50.0
2012/10/29,10.9,4.9,rain,60.1,50.0
2012/10/30,34.5,2.8,rain,59.0,54.0
2012/10/31,14.5,2.7,rain,60.1,52.0
2012/11/01,9.7,3.0,rain,59.0,51.1
2012/11/02,5.6,1.0,rain,59.0,51.1
2012/11/03,0.5,3.6,rain,60.1,52.0
2012/11/04,8.1,3.8,rain,64.0,55.0
2012/11/05,0.8,4.0,rain,59.0,46.0
2012/11/06,0.3,3.5,rain,55.0,44.1
2012/11/07,0.0,3.4,rain,54.0,39.0
2012/11/08,0.0,3.4,rain,50.0,34.0
2012/11/09,0.0,2.0,rain,48.0,34.0
2012/11/10,0.0,2.2,sun,46.0,30.9
2012/11/11,15.2,3.0,rain,48.0,34.0
2012/11/12,3.6,3.0,rain,55.0,43.0
2012/11/13,5.3,2.5,rain,52.0,46.0
2012/11/14,0.8,2.6,rain,52.0,41.0
2012/11/15,0.0,2.4,drizzle,48.9,37.0
2012/11/16,5.6,1.6,rain,48.9,36.0
2012/11/17,6.1,5.3,rain,54.0,43.0
2012/11/18,7.9,4.9,rain,50.0,43.0
2012/11/19,54.1,6.0,rain,55.9,46.9
2012/11/20,3.8,4.2,rain,52.0,45.0
2012/11/21,11.2,5.5,rain,46.9,39.0
2012/11/22,0.0,1.5,rain,48.0,37.0
2012/11/23,32.0,2.4,rain,48.9,43.0
2012/11/24,0.0,1.2,rain,48.0,39.0
2012/11/25,0.0,3.6,drizzle,46.9,34.0
2012/11/26,0.0,3.8,fog,48.9,35.1
2012/11/27,0.0,1.5,sun,50.0,35.1
2012/11/28,2.8,2.9,rain,48.9,36.0
2012/11/29,1.5,4.2,rain,55.0,46.0
2012/11/30,35.6,4.6,rain,59.0,46.0
2012/12/01,4.1,5.5,rain,55.9,46.9
2012/12/02,19.6,6.2,rain,46.9,45.0
2012/12/03,13.0,4.4,rain,48.9,45.0
2012/12/04,14.2,6.2,rain,53.1,45.0
2012/12/05,1.5,5.0,rain,48.0,39.9
2012/12/06,1.5,5.1,rain,45.0,43.0
2012/12/07,1.0,4.6,rain,46.0,37.9
2012/12/08,0.0,2.0,sun,44.1,37.9
2012/12/09,1.5,2.1,rain,44.1,37.0
2012/12/10,0.5,1.8,rain,45.0,42.1
2012/12/11,3.0,4.5,rain,46.0,42.1
2012/12/12,8.1,2.0,rain,44.1,39.9
2012/12/13,2.3,2.8,rain,45.0,37.9
2012/12/14,7.9,1.7,rain,43.0,34.0
2012/12/15,5.3,5.1,snow,39.9,33.1
2012/12/16,22.6,5.5,snow,44.1,37.9
2012/12/17,2.0,9.5,rain,46.9,35.1
2012/12/18,3.3,5.3,snow,39.0,33.1
2012/12/19,13.7,5.8,snow,46.9,35.1
2012/12/20,13.2,3.7,rain,45.0,33.1
2012/12/21,1.8,1.7,rain,46.9,28.9
2012/12/22,3.3,3.5,rain,46.9,39.0
2012/12/23,6.6,2.5,rain,45.0,37.9
2012/12/24,0.3,2.8,rain,42.1,37.0
2012/12/25,13.5,4.2,snow,42.1,37.0
2012/12/26,4.6,4.9,rain,44.1,37.9
2012/12/27,4.1,3.2,rain,46.0,37.9
2012/12/28,0.0,1.7,rain,46.9,39.0
2012/12/29,1.5,1.7,rain,41.0,37.9
2012/12/30,0.0,1.8,drizzle,39.9,32.0
2012/12/31,0.0,2.0,drizzle,37.9,30.0
2013/01/01,0.0,2.7,sun,41.0,27.0
2013/01/02,0.0,3.2,sun,43.0,30.0
2013/01/03,4.1,3.0,rain,44.1,28.9
2013/01/04,2.5,2.8,rain,50.0,36.0
2013/01/05,3.0,3.1,rain,44.1,39.9
2013/01/06,2.0,3.0,rain,45.0,37.0
2013/01/07,2.3,7.3,rain,50.0,39.9
2013/01/08,16.3,6.3,rain,53.1,42.1
2013/01/09,38.4,5.1,rain,50.0,35.1
2013/01/10,0.3,2.1,snow,37.9,30.9
2013/01/11,0.0,1.9,drizzle,37.0,27.0
2013/01/12,0.0,2.0,sun,37.0,25.0
2013/01/13,0.0,1.5,sun,36.0,24.1
2013/01/14,0.0,1.3,sun,37.9,28.0
2013/01/15,0.0,2.3,sun,44.1,30.9
2013/01/16,0.0,1.8,drizzle,43.0,25.0
2013/01/17,0.0,1.0,drizzle,39.0,27.0
2013/01/18,0.0,1.3,drizzle,37.9,30.0
2013/01/19,0.0,1.9,drizzle,34.0,30.9
2013/01/20,0.0,2.1,drizzle,37.9,30.9
2013/01/21,0.0,1.1,drizzle,36.0,28.9
2013/01/22,0.0,0.6,drizzle,37.9,28.9
2013/01/23,5.1,3.1,rain,45.0,36.0
2013/01/24,5.8,2.6,rain,45.0,34.0
2013/01/25,3.0,2.1,rain,51.1,37.0
2013/01/26,2.3,4.5,rain,46.9,39.0
2013/01/27,1.8,4.5,rain,42.1,39.0
2013/01/28,7.9,3.2,rain,43.0,37.9
2013/01/29,4.3,3.9,rain,46.9,41.0
2013/01/30,3.6,3.9,rain,48.0,44.1
2013/01/31,3.0,4.0,rain,48.9,45.0
2013/02/01,0.3,2.9,rain,53.1,41.0
2013/02/02,0.0,2.0,drizzle,43.0,37.0
2013/02/03,2.3,2.9,rain,48.0,37.0
2013/02/04,0.0,2.6,rain,51.1,44.1
2013/02/05,3.3,5.1,rain,50.0,44.1
2013/02/06,1.0,4.5,rain,51.1,43.0
2013/02/07,1.3,4.1,rain,48.9,37.9
2013/02/08,0.0,1.3,sun,46.0,36.0
2013/02/09,0.3,1.3,rain,46.9,39.9
2013/02/10,0.0,2.0,drizzle,48.0,35.1
2013/02/11,0.3,1.4,rain,46.9,39.9
2013/02/12,1.0,5.6,rain,52.0,45.0
2013/02/13,2.3,4.1,rain,48.9,45.0
2013/02/14,1.0,2.2,rain,48.9,42.1
2013/02/15,0.0,2.4,drizzle,55.9,41.0
2013/02/16,0.0,5.6,rain,52.0,39.0
2013/02/17,0.0,3.4,rain,48.9,39.9
2013/02/18,0.0,1.9,rain,46.0,39.0
2013/02/19,0.0,3.4,sun,51.1,35.1
2013/02/20,1.5,2.1,rain,46.0,34.0
2013/02/21,0.5,6.2,rain,44.1,39.0
2013/02/22,9.4,8.1,rain,46.0,39.0
2013/02/23,0.3,4.6,rain,50.0,39.0
2013/02/24,0.0,5.5,rain,48.0,41.0
2013/02/25,2.3,7.1,rain,51.1,37.9
2013/02/26,0.5,3.8,rain,48.0,39.0
2013/02/27,4.6,1.8,rain,50.0,39.9
2013/02/28,8.1,3.8,rain,53.1,44.1
2013/03/01,4.1,5.4,rain,59.0,52.0
2013/03/02,0.8,4.5,rain,57.0,41.0
2013/03/03,0.0,2.8,sun,52.0,36.0
2013/03/04,0.0,3.9,sun,55.9,32.0
2013/03/05,0.0,2.4,rain,48.9,43.0
2013/03/06,11.9,4.1,rain,45.0,41.0
2013/03/07,7.4,2.5,rain,54.0,41.0
2013/03/08,0.0,2.6,drizzle,53.1,36.0
2013/03/09,0.0,1.3,fog,55.0,34.0
2013/03/10,0.8,1.6,rain,46.0,39.0
2013/03/11,1.3,1.1,rain,51.1,43.0
2013/03/12,2.0,5.7,rain,55.0,50.0
2013/03/13,2.3,3.7,rain,53.1,48.9
2013/03/14,2.8,3.0,rain,53.1,48.9
2013/03/15,0.0,4.3,rain,57.9,48.0
2013/03/16,4.3,6.4,rain,51.1,39.9
2013/03/17,0.0,6.1,sun,48.0,39.0
2013/03/18,0.0,5.9,rain,53.1,39.0
2013/03/19,11.7,3.4,rain,55.0,35.1
2013/03/20,9.9,7.6,rain,52.0,39.9
2013/03/21,8.1,4.9,snow,50.0,36.0
2013/03/22,0.0,2.2,sun,48.9,33.1
2013/03/23,0.0,2.6,sun,50.0,34.0
2013/03/24,0.0,2.1,sun,54.0,33.1
2013/03/25,0.0,2.8,sun,62.1,39.9
2013/03/26,0.0,1.7,sun,62.1,43.0
2013/03/27,0.3,1.6,rain,55.9,45.0
2013/03/28,2.0,1.3,rain,61.0,46.9
2013/03/29,0.0,2.5,rain,64.9,46.0
2013/03/30,0.0,4.4,drizzle,68.0,42.1
2013/03/31,0.0,2.9,sun,69.1,44.1
2013/04/01,0.0,3.6,sun,63.0,46.9
2013/04/02,0.0,2.2,sun,57.0,48.0
2013/04/03,0.0,1.6,sun,62.1,46.0
2013/04/04,8.4,3.0,fog,57.9,50.0
2013/04/05,18.5,5.6,fog,57.0,50.0
2013/04/06,12.7,5.0,fog,54.0,45.0
2013/04/07,39.1,3.9,fog,46.9,41.0
2013/04/08,0.8,3.1,fog,55.9,43.0
2013/04/09,0.0,2.4,sun,54.0,43.0
2013/04/10,9.4,6.4,sun,59.0,48.0
2013/04/11,1.5,3.8,fog,54.0,44.1
2013/04/12,9.7,4.6,fog,46.0,39.9
2013/04/13,9.4,5.7,fog,51.1,37.9
2013/04/14,5.8,2.3,fog,55.0,39.9
2013/04/15,0.0,2.4,fog,57.0,39.9
2013/04/16,0.3,2.6,sun,57.0,37.9
2013/04/17,0.0,3.3,drizzle,59.0,39.0
2013/04/18,5.3,4.0,fog,53.1,44.1
2013/04/19,20.6,4.9,fog,55.9,48.9
2013/04/20,0.0,5.8,sun,57.0,46.9
2013/04/21,3.3,4.1,sun,54.0,44.1
2013/04/22,0.0,4.3,sun,61.0,41.0
2013/04/23,0.0,2.8,sun,64.0,39.0
2013/04/24,0.0,3.0,sun,70.0,43.0
2013/04/25,0.0,1.1,sun,71.1,44.1
2013/04/26,0.0,2.2,fog,69.1,46.9
2013/04/27,0.0,5.9,sun,57.0,51.1
2013/04/28,1.0,5.2,drizzle,59.0,48.9
2013/04/29,3.8,4.2,fog,57.0,44.1
2013/04/30,0.0,2.4,sun,55.0,39.9
2013/05/01,0.0,3.1,sun,64.9,37.9
2013/05/02,0.0,4.0,sun,69.1,44.1
2013/05/03,0.0,4.9,sun,71.1,48.9
2013/05/04,0.0,6.5,sun,77.0,52.0
2013/05/05,0.0,5.3,sun,84.0,53.1
2013/05/06,0.0,2.0,sun,87.1,54.0
2013/05/07,0.0,3.3,sun,69.1,52.0
2013/05/08,0.0,1.9,sun,66.9,52.0
2013/05/09,0.0,1.3,sun,73.0,50.0
2013/05/10,0.0,1.0,sun,79.0,48.9
2013/05/11,0.0,2.6,sun,81.0,54.0
2013/05/12,6.6,3.9,fog,71.1,57.0
2013/05/13,3.3,5.0,sun,66.0,48.9
2013/05/14,0.0,2.4,sun,64.9,46.0
2013/05/15,1.0,2.3,fog,63.0,48.0
2013/05/16,0.0,2.7,fog,71.1,54.0
2013/05/17,0.5,3.7,sun,63.0,53.1
2013/05/18,0.0,2.9,sun,62.1,52.0
2013/05/19,0.0,2.3,sun,64.9,51.1
2013/05/20,0.0,1.8,sun,66.9,48.9
2013/05/21,13.7,4.8,fog,60.1,46.9
2013/05/22,13.7,3.0,fog,52.0,45.0
2013/05/23,4.1,1.9,fog,54.0,44.1
2013/05/24,0.3,2.7,sun,62.1,48.0
2013/05/25,0.0,2.7,sun,64.0,50.0
2013/05/26,1.5,2.2,fog,64.9,51.1
2013/05/27,9.7,3.1,fog,62.1,52.0
2013/05/28,0.5,2.8,fog,63.0,53.1
2013/05/29,5.6,4.0,fog,61.0,48.9
2013/05/30,0.0,5.3,sun,62.1,48.9
2013/05/31,0.0,2.5,sun,66.9,52.0
2013/06/01,0.0,2.5,sun,73.0,54.0
2013/06/02,1.0,3.1,sun,69.1,54.0
2013/06/03,0.0,2.9,sun,72.0,52.0
2013/06/04,0.0,3.4,sun,79.0,54.0
2013/06/05,0.0,3.1,sun,80.1,57.9
2013/06/06,0.0,2.5,sun,80.1,54.0
2013/06/07,0.0,3.2,sun,71.1,55.9
2013/06/08,0.0,3.1,sun,69.1,55.0
2013/06/09,0.0,3.7,sun,69.1,52.0
2013/06/10,0.0,3.2,sun,71.1,53.1
2013/06/11,0.0,5.7,sun,68.0,50.0
2013/06/12,0.3,4.2,sun,69.1,53.1
2013/06/13,0.0,2.6,sun,70.0,53.1
2013/06/14,0.0,3.7,sun,68.0,54.0
2013/06/15,0.0,2.9,sun,78.1,50.0
2013/06/16,0.0,3.4,sun,75.0,55.0
